2,2,2,3,3,3,J
2,2,2,3,3,3,Q
2,2,2,3,3,3,K
2,2,2,3,3,3,A
2,2,2,3,3,4,4
2,2,2,3,3,4,5
2,2,2,3,3,4,6
2,2,2,3,3,4,7
2,2,2,3,3,4,8
2,2,2,3,3,4,9
2,2,2,3,3,4,T
2,2,2,3,3,4,J
2,2,2,3,3,4,Q
2,2,2,3,3,4,K
2,2,2,3,3,4,A
2,2,2,3,3,5,5
2,2,2,3,3,5,6
2,2,2,3,3,5,7
2,2,2,3,3,5,8
2,2,2,3,3,5,9
2,2,2,3,3,5,T
2,2,2,3,3,5,J
2,2,2,3,3,5,Q
2,2,2,3,3,5,K
2,2,2,3,3,5,A
2,2,2,3,3,6,6
2,2,2,3,3,6,7
2,2,2,3,3,6,8
2,2,2,3,3,6,9
2,2,2,3,3,6,T
2,2,2,3,3,6,J
2,2,2,3,3,6,Q
2,2,2,3,3,6,K
2,2,2,3,3,6,A
2,2,2,3,3,7,7
2,2,2,3,3,7,8
2,2,2,3,3,7,9
2,2,2,3,3,7,T
2,2,2,3,3,7,J
2,2,2,3,3,7,Q
2,2,2,3,3,7,K
2,2,2,3,3,7,A
2,2,2,3,3,8,8
2,2,2,3,3,8,9
2,2,2,3,3,8,T
2,2,2,3,3,8,J
2,2,2,3,3,8,Q
2,2,2,3,3,8,K
2,2,2,3,3,8,A
2,2,2,3,3,9,9
2,2,2,3,3,9,T
2,2,2,3,3,9,J
2,2,2,3,3,9,Q
2,2,2,3,3,9,K
2,2,2,3,3,9,A
2,2,2,3,3,T,T
2,2,2,3,3,T,J
2,2,2,3,3,T,Q
2,2,2,3,3,T,K
2,2,2,3,3,T,A
2,2,2,3,3,J,J
2,2,2,3,3,J,Q
2,2,2,3,3,J,K
2,2,2,3,3,J,A
2,2,2,3,3,Q,Q
2,2,2,3,3,Q,K
2,2,2,3,3,Q,A
2,2,2,3,3,K,K
2,2,2,3,3,K,A
2,2,2,3,3,A,A
2,2,2,3,4,4,4
2,2,2,3,4,4,5
2,2,2,3,4,4,6
2,2,2,3,4,4,7
2,2,2,3,4,4,8
2,2,2,3,4,4,9
2,2,2,3,4,4,T
2,2,2,3,4,4,J
2,2,2,3,4,4,Q
2,2,2,3,4,4,K
2,2,2,3,4,4,A
2,2,2,3,4,5,5
2,2,2,3,4,5,6
2,2,2,3,4,5,7
2,2,2,3,4,5,8
2,2,2,3,4,5,9
2,2,2,3,4,5,T
2,2,2,3,4,5,J
2,2,2,3,4,5,Q
2,2,2,3,4,5,K
2,2,2,3,4,5,A
2,2,2,3,4,6,6
2,2,2,3,4,6,7
2,2,2,3,4,6,8
2,2,2,3,4,6,9
2,2,2,3,4,6,T
2,2,2,3,4,6,J
2,2,2,3,4,6,Q
2,2,2,3,4,6,K
2,2,2,3,4,6,A
2,2,2,3,4,7,7
2,2,2,3,4,7,8
2,2,2,3,4,7,9
2,2,2,3,4,7,T
2,2,2,3,4,7,J
2,2,2,3,4,7,Q
2,2,2,3,4,7,K
2,2,2,3,4,7,A
2,2,2,3,4,8,8
2,2,2,3,4,8,9
2,2,2,3,4,8,T
2,2,2,3,4,8,J
2,2,2,3,4,8,Q
2,2,2,3,4,8,K
2,2,2,3,4,8,A
2,2,2,3,4,9,9
2,2,2,3,4,9,T
2,2,2,3,4,9,J
2,2,2,3,4,9,Q
2,2,2,3,4,9,K
2,2,2,3,4,9,A
2,2,2,3,4,T,T
2,2,2,3,4,T,J
2,2,2,3,4,T,Q
2,2,2,3,4,T,K
2,2,2,3,4,T,A
2,2,2,3,4,J,J
2,2,2,3,4,J,Q
2,2,2,3,4,J,K
2,2,2,3,4,J,A
2,2,2,3,4,Q,Q
2,2,2,3,4,Q,K
2,2,2,3,4,Q,A
2,2,2,3,4,K,K
2,2,2,3,4,K,A
2,2,2,3,4,A,A
2,2,2,3,5,5,5
2,2,2,3,5,5,6
2,2,2,3,5,5,7
2,2,2,3,5,5,8
2,2,2,3,5,5,9
2,2,2,3,5,5,T
2,2,2,3,5,5,J
2,2,2,3,5,5,Q
2,2,2,3,5,5,K
2,2,2,3,5,5,A
2,2,2,3,5,6,6
2,2,2,3,5,6,7
2,2,2,3,5,6,8
2,2,2,3,5,6,9
2,2,2,3,5,6,T
2,2,2,3,5,6,J
2,2,2,3,5,6,Q
2,2,2,3,5,6,K
2,2,2,3,5,6,A
2,2,2,3,5,7,7
2,2,2,3,5,7,8
2,2,2,3,5,7,9
2,2,2,3,5,7,T
2,2,2,3,5,7,J
2,2,2,3,5,7,Q
2,2,2,3,5,7,K
2,2,2,3,5,7,A
2,2,2,3,5,8,8
2,2,2,3,5,8,9
2,2,2,3,5,8,T
2,2,2,3,5,8,J
2,2,2,3,5,8,Q
2,2,2,3,5,8,K
2,2,2,3,5,8,A
2,2,2,3,5,9,9
2,2,2,3,5,9,T
2,2,2,3,5,9,J
2,2,2,3,5,9,Q
2,2,2,3,5,9,K
2,2,2,3,5,9,A
2,2,2,3,5,T,T
2,2,2,3,5,T,J
2,2,2,3,5,T,Q
2,2,2,3,5,T,K
2,2,2,3,5,T,A
2,2,2,3,5,J,J
2,2,2,3,5,J,Q
2,2,2,3,5,J,K
2,2,2,3,5,J,A
2,2,2,3,5,Q,Q
2,2,2,3,5,Q,K
2,2,2,3,5,Q,A
2,2,2,3,5,K,K
2,2,2,3,5,K,A
2,2,2,3,5,A,A
2,2,2,3,6,6,6
2,2,2,3,6,6,7
2,2,2,3,6,6,8
2,2,2,3,6,6,9
2,2,2,3,6,6,T
2,2,2,3,6,6,J
2,2,2,3,6,6,Q
2,2,2,3,6,6,K
2,2,2,3,6,6,A
2,2,2,3,6,7,7
2,2,2,3,6,7,8
2,2,2,3,6,7,9
2,2,2,3,6,7,T
2,2,2,3,6,7,J
2,2,2,3,6,7,Q
2,2,2,3,6,7,K
2,2,2,3,6,7,A
2,2,2,3,6,8,8
2,2,2,3,6,8,9
2,2,2,3,6,8,T
2,2,2,3,6,8,J
2,2,2,3,6,8,Q
2,2,2,3,6,8,K
2,2,2,3,6,8,A
2,2,2,3,6,9,9
2,2,2,3,6,9,T
2,2,2,3,6,9,J
2,2,2,3,6,9,Q
2,2,2,3,6,9,K
2,2,2,3,6,9,A
2,2,2,3,6,T,T
2,2,2,3,6,T,J
2,2,2,3,6,T,Q
2,2,2,3,6,T,K
2,2,2,3,6,T,A
2,2,2,3,6,J,J
2,2,2,3,6,J,Q
2,2,2,3,6,J,K
2,2,2,3,6,J,A
2,2,2,3,6,Q,Q
2,2,2,3,6,Q,K
2,2,2,3,6,Q,A
2,2,2,3,6,K,K
2,2,2,3,6,K,A
2,2,2,3,6,A,A
2,2,2,3,7,7,7
2,2,2,3,7,7,8
2,2,2,3,7,7,9
2,2,2,3,7,7,T
2,2,2,3,7,7,J
2,2,2,3,7,7,Q
2,2,2,3,7,7,K
2,2,2,3,7,7,A
2,2,2,3,7,8,8
2,2,2,3,7,8,9
2,2,2,3,7,8,T
2,2,2,3,7,8,J
2,2,2,3,7,8,Q
2,2,2,3,7,8,K
2,2,2,3,7,8,A
2,2,2,3,7,9,9
2,2,2,3,7,9,T
2,2,2,3,7,9,J
2,2,2,3,7,9,Q
2,2,2,3,7,9,K
2,2,2,3,7,9,A
2,2,2,3,7,T,T
2,2,2,3,7,T,J
2,2,2,3,7,T,Q
2,2,2,3,7,T,K
2,2,2,3,7,T,A
2,2,2,3,7,J,J
2,2,2,3,7,J,Q
2,2,2,3,7,J,K
2,2,2,3,7,J,A
2,2,2,3,7,Q,Q
2,2,2,3,7,Q,K
2,2,2,3,7,Q,A
2,2,2,3,7,K,K
2,2,2,3,7,K,A
2,2,2,3,7,A,A
2,2,2,3,8,8,8
2,2,2,3,8,8,9
2,2,2,3,8,8,T
2,2,2,3,8,8,J
2,2,2,3,8,8,Q
2,2,2,3,8,8,K
2,2,2,3,8,8,A
2,2,2,3,8,9,9
2,2,2,3,8,9,T
2,2,2,3,8,9,J
2,2,2,3,8,9,Q
2,2,2,3,8,9,K
2,2,2,3,8,9,A
2,2,2,3,8,T,T
2,2,2,3,8,T,J
2,2,2,3,8,T,Q
2,2,2,3,8,T,K
2,2,2,3,8,T,A
2,2,2,3,8,J,J
2,2,2,3,8,J,Q
2,2,2,3,8,J,K
2,2,2,3,8,J,A
2,2,2,3,8,Q,Q
2,2,2,3,8,Q,K
2,2,2,3,8,Q,A
2,2,2,3,8,K,K
2,2,2,3,8,K,A
2,2,2,3,8,A,A
2,2,2,3,9,9,9
2,2,2,3,9,9,T
2,2,2,3,9,9,J
2,2,2,3,9,9,Q
2,2,2,3,9,9,K
2,2,2,3,9,9,A
2,2,2,3,9,T,T
2,2,2,3,9,T,J
2,2,2,3,9,T,Q
2,2,2,3,9,T,K
2,2,2,3,9,T,A
2,2,2,3,9,J,J
2,2,2,3,9,J,Q
2,2,2,3,9,J,K
2,2,2,3,9,J,A
2,2,2,3,9,Q,Q
2,2,2,3,9,Q,K
2,2,2,3,9,Q,A
2,2,2,3,9,K,K
2,2,2,3,9,K,A
2,2,2,3,9,A,A
2,2,2,3,T,T,T
2,2,2,3,T,T,J
2,2,2,3,T,T,Q
2,2,2,3,T,T,K
2,2,2,3,T,T,A
2,2,2,3,T,J,J
2,2,2,3,T,J,Q
2,2,2,3,T,J,K
2,2,2,3,T,J,A
2,2,2,3,T,Q,Q
2,2,2,3,T,Q,K
2,2,2,3,T,Q,A
2,2,2,3,T,K,K
2,2,2,3,T,K,A
2,2,2,3,T,A,A
2,2,2,3,J,J,J
2,2,2,3,J,J,Q
2,2,2,3,J,J,K
2,2,2,3,J,J,A
2,2,2,3,J,Q,Q
2,2,2,3,J,Q,K
2,2,2,3,J,Q,A
2,2,2,3,J,K,K
2,2,2,3,J,K,A
2,2,2,3,J,A,A
2,2,2,3,Q,Q,Q
2,2,2,3,Q,Q,K
2,2,2,3,Q,Q,A
2,2,2,3,Q,K,K
2,2,2,3,Q,K,A
2,2,2,3,Q,A,A
2,2,2,3,K,K,K
2,2,2,3,K,K,A
2,2,2,3,K,A,A
2,2,2,3,A,A,A
2,2,2,4,4,4,4
2,2,2,4,4,4,5
2,2,2,4,4,4,6
2,2,2,4,4,4,7
2,2,2,4,4,4,8
2,2,2,4,4,4,9
2,2,2,4,4,4,T
2,2,2,4,4,4,J
2,2,2,4,4,4,Q
2,2,2,4,4,4,K
2,2,2,4,4,4,A
2,2,2,4,4,5,5
2,2,2,4,4,5,6
2,2,2,4,4,5,7
2,2,2,4,4,5,8
2,2,2,4,4,5,9
2,2,2,4,4,5,T
2,2,2,4,4,5,J
2,2,2,4,4,5,Q
2,2,2,4,4,5,K
2,2,2,4,4,5,A
2,2,2,4,4,6,6
2,2,2,4,4,6,7
2,2,2,4,4,6,8
2,2,2,4,4,6,9
2,2,2,4,4,6,T
2,2,2,4,4,6,J
2,2,2,4,4,6,Q
2,2,2,4,4,6,K
2,2,2,4,4,6,A
2,2,2,4,4,7,7
2,2,2,4,4,7,8
2,2,2,4,4,7,9
2,2,2,4,4,7,T
2,2,2,4,4,7,J
2,2,2,4,4,7,Q
2,2,2,4,4,7,K
2,2,2,4,4,7,A
2,2,2,4,4,8,8
2,2,2,4,4,8,9
2,2,2,4,4,8,T
2,2,2,4,4,8,J
2,2,2,4,4,8,Q
2,2,2,4,4,8,K
2,2,2,4,4,8,A
2,2,2,4,4,9,9
2,2,2,4,4,9,T
2,2,2,4,4,9,J
2,2,2,4,4,9,Q
2,2,2,4,4,9,K
2,2,2,4,4,9,A
2,2,2,4,4,T,T
2,2,2,4,4,T,J
2,2,2,4,4,T,Q
2,2,2,4,4,T,K
2,2,2,4,4,T,A
2,2,2,4,4,J,J
2,2,2,4,4,J,Q
2,2,2,4,4,J,K
2,2,2,4,4,J,A
2,2,2,4,4,Q,Q
2,2,2,4,4,Q,K
2,2,2,4,4,Q,A
2,2,2,4,4,K,K
2,2,2,4,4,K,A
2,2,2,4,4,A,A
2,2,2,4,5,5,5
2,2,2,4,5,5,6
2,2,2,4,5,5,7
2,2,2,4,5,5,8
2,2,2,4,5,5,9
2,2,2,4,5,5,T
2,2,2,4,5,5,J
2,2,2,4,5,5,Q
2,2,2,4,5,5,K
2,2,2,4,5,5,A
2,2,2,4,5,6,6
2,2,2,4,5,6,7
2,2,2,4,5,6,8
2,2,2,4,5,6,9
2,2,2,4,5,6,T
2,2,2,4,5,6,J
2,2,2,4,5,6,Q
2,2,2,4,5,6,K
2,2,2,4,5,6,A
2,2,2,4,5,7,7
2,2,2,4,5,7,8
2,2,2,4,5,7,9
2,2,2,4,5,7,T
2,2,2,4,5,7,J
2,2,2,4,5,7,Q
2,2,2,4,5,7,K
2,2,2,4,5,7,A
2,2,2,4,5,8,8
2,2,2,4,5,8,9
2,2,2,4,5,8,T
2,2,2,4,5,8,J
2,2,2,4,5,8,Q
2,2,2,4,5,8,K
2,2,2,4,5,8,A
2,2,2,4,5,9,9
2,2,2,4,5,9,T
2,2,2,4,5,9,J
2,2,2,4,5,9,Q
2,2,2,4,5,9,K
2,2,2,4,5,9,A
2,2,2,4,5,T,T
2,2,2,4,5,T,J
2,2,2,4,5,T,Q
2,2,2,4,5,T,K
2,2,2,4,5,T,A
2,2,2,4,5,J,J
2,2,2,4,5,J,Q
2,2,2,4,5,J,K
2,2,2,4,5,J,A
2,2,2,4,5,Q,Q
2,2,2,4,5,Q,K
2,2,2,4,5,Q,A
2,2,2,4,5,K,K
2,2,2,4,5,K,A
2,2,2,4,5,A,A
2,2,2,4,6,6,6
2,2,2,4,6,6,7
2,2,2,4,6,6,8
2,2,2,4,6,6,9
2,2,2,4,6,6,T
2,2,2,4,6,6,J
2,2,2,4,6,6,Q
2,2,2,4,6,6,K
2,2,2,4,6,6,A
2,2,2,4,6,7,7
2,2,2,4,6,7,8
2,2,2,4,6,7,9
2,2,2,4,6,7,T
2,2,2,4,6,7,J
2,2,2,4,6,7,Q
2,2,2,4,6,7,K
2,2,2,4,6,7,A
2,2,2,4,6,8,8
2,2,2,4,6,8,9
2,2,2,4,6,8,T
2,2,2,4,6,8,J
2,2,2,4,6,8,Q
2,2,2,4,6,8,K
2,2,2,4,6,8,A
2,2,2,4,6,9,9
2,2,2,4,6,9,T
2,2,2,4,6,9,J
2,2,2,4,6,9,Q
2,2,2,4,6,9,K
2,2,2,4,6,9,A
2,2,2,4,6,T,T
2,2,2,4,6,T,J
2,2,2,4,6,T,Q
2,2,2,4,6,T,K
2,2,2,4,6,T,A
2,2,2,4,6,J,J
2,2,2,4,6,J,Q
2,2,2,4,6,J,K
2,2,2,4,6,J,A
2,2,2,4,6,Q,Q
2,2,2,4,6,Q,K
2,2,2,4,6,Q,A
2,2,2,4,6,K,K
2,2,2,4,6,K,A
2,2,2,4,6,A,A
2,2,2,4,7,7,7
2,2,2,4,7,7,8
2,2,2,4,7,7,9
2,2,2,4,7,7,T
2,2,2,4,7,7,J
2,2,2,4,7,7,Q
2,2,2,4,7,7,K
2,2,2,4,7,7,A
2,2,2,4,7,8,8
2,2,2,4,7,8,9
2,2,2,4,7,8,T
2,2,2,4,7,8,J
2,2,2,4,7,8,Q
2,2,2,4,7,8,K
2,2,2,4,7,8,A
2,2,2,4,7,9,9
2,2,2,4,7,9,T
2,2,2,4,7,9,J
2,2,2,4,7,9,Q
2,2,2,4,7,9,K
2,2,2,4,7,9,A
2,2,2,4,7,T,T
2,2,2,4,7,T,J
2,2,2,4,7,T,Q
2,2,2,4,7,T,K
2,2,2,4,7,T,A
2,2,2,4,7,J,J
2,2,2,4,7,J,Q
2,2,2,4,7,J,K
2,2,2,4,7,J,A
2,2,2,4,7,Q,Q
2,2,2,4,7,Q,K
2,2,2,4,7,Q,A
2,2,2,4,7,K,K
2,2,2,4,7,K,A
2,2,2,4,7,A,A
2,2,2,4,8,8,8
2,2,2,4,8,8,9
2,2,2,4,8,8,T
2,2,2,4,8,8,J
2,2,2,4,8,8,Q
2,2,2,4,8,8,K
2,2,2,4,8,8,A
2,2,2,4,8,9,9
2,2,2,4,8,9,T
2,2,2,4,8,9,J
2,2,2,4,8,9,Q
2,2,2,4,8,9,K
2,2,2,4,8,9,A
2,2,2,4,8,T,T
2,2,2,4,8,T,J
2,2,2,4,8,T,Q
2,2,2,4,8,T,K
2,2,2,4,8,T,A
2,2,2,4,8,J,J
2,2,2,4,8,J,Q
2,2,2,4,8,J,K
2,2,2,4,8,J,A
2,2,2,4,8,Q,Q
2,2,2,4,8,Q,K
2,2,2,4,8,Q,A
2,2,2,4,8,K,K
2,2,2,4,8,K,A
2,2,2,4,8,A,A
2,2,2,4,9,9,9
2,2,2,4,9,9,T
2,2,2,4,9,9,J
2,2,2,4,9,9,Q
2,2,2,4,9,9,K
2,2,2,4,9,9,A
2,2,2,4,9,T,T
2,2,2,4,9,T,J
2,2,2,4,9,T,Q
2,2,2,4,9,T,K
2,2,2,4,9,T,A
2,2,2,4,9,J,J
2,2,2,4,9,J,Q
2,2,2,4,9,J,K
2,2,2,4,9,J,A
2,2,2,4,9,Q,Q
2,2,2,4,9,Q,K
2,2,2,4,9,Q,A
2,2,2,4,9,K,K
2,2,2,4,9,K,A
2,2,2,4,9,A,A
2,2,2,4,T,T,T
2,2,2,4,T,T,J
2,2,2,4,T,T,Q
